year,carrier,salida,llegada,diff
2013,WN,2013-03-31T13:00:00Z,2013-01-31T13:55:00Z,-84905
2013,UA,2013-03-31T14:00:00Z,2013-01-31T14:01:00Z,-84959
2013,DL,2013-03-31T13:00:00Z,2013-01-31T13:59:00Z,-84901
2013,UA,2013-03-31T14:00:00Z,2013-01-31T14:00:00Z,-84960
2013,UA,2013-03-31T13:00:00Z,2013-01-31T13:56:00Z,-84904
2013,UA,2013-03-31T13:00:00Z,2013-01-31T13:55:00Z,-84905
2013,US,2013-03-31T13:00:00Z,2013-01-31T13:25:00Z,-84935
2013,MQ,2013-03-31T14:00:00Z,2013-01-31T14:10:00Z,-84950
2013,MQ,2013-03-31T12:00:00Z,2013-01-31T12:00:00Z,-84960
2013,B6,2013-03-31T14:00:00Z,2013-01-31T14:10:00Z,-84950
2013,DL,2013-03-31T14:00:00Z,2013-01-31T14:15:00Z,-84945
2013,EV,2013-03-31T14:00:00Z,2013-01-31T14:15:00Z,-84945
2013,EV,2013-03-31T14:00:00Z,2013-01-31T14:00:00Z,-84960
2013,WN,2013-03-31T13:00:00Z,2013-01-31T13:55:00Z,-84905
2013,MQ,2013-03-31T14:00:00Z,2013-01-31T14:20:00Z,-84940
2013,AA,2013-03-31T14:00:00Z,2013-01-31T14:30:00Z,-84930
2013,UA,2013-03-31T12:00:00Z,2013-01-31T12:00:00Z,-84960
2013,UA,2013-03-31T13:00:00Z,2013-01-31T13:20:00Z,-84940
2013,B6,2013-03-31T14:00:00Z,2013-01-31T14:29:00Z,-84931
2013,DL,2013-03-31T14:00:00Z,2013-01-31T14:26:00Z,-84934
2013,EV,2013-03-31T14:00:00Z,2013-01-31T14:35:00Z,-84925
2013,EV,2013-03-31T14:00:00Z,2013-01-31T14:30:00Z,-84930
2013,EV,2013-03-31T14:00:00Z,2013-01-31T14:30:00Z,-84930
2013,DL,2013-03-31T14:00:00Z,2013-01-31T14:33:00Z,-84927
2013,MQ,2013-03-31T14:00:00Z,2013-01-31T14:20:00Z,-84940
2013,UA,2013-03-31T14:00:00Z,2013-01-31T14:35:00Z,-84925
2013,UA,2013-03-31T14:00:00Z,2013-01-31T14:30:00Z,-84930
2013,UA,2013-03-31T14:00:00Z,2013-01-31T14:22:00Z,-84938
2013,DL,2013-03-31T14:00:00Z,2013-01-31T14:45:00Z,-84915
2013,EV,2013-03-31T14:00:00Z,2013-01-31T14:36:00Z,-84924
2013,EV,2013-03-31T14:00:00Z,2013-01-31T14:35:00Z,-84925
2013,B6,2013-03-31T14:00:00Z,2013-01-31T14:40:00Z,-84920
2013,DL,2013-03-31T14:00:00Z,2013-01-31T14:45:00Z,-84915
2013,US,2013-03-31T14:00:00Z,2013-01-31T14:45:00Z,-84915
2013,FL,2013-03-31T14:00:00Z,2013-01-31T14:40:00Z,-84920
2013,DL,2013-03-31T14:00:00Z,2013-01-31T14:40:00Z,-84920
2013,9E,2013-03-31T14:00:00Z,2013-01-31T14:45:00Z,-84915
2013,MQ,2013-03-31T14:00:00Z,2013-01-31T14:50:00Z,-84910
2013,UA,2013-03-31T14:00:00Z,2013-01-31T14:50:00Z,-84910
2013,UA,2013-03-31T12:00:00Z,2013-01-31T12:08:00Z,-84952
2013,UA,2013-03-31T14:00:00Z,2013-01-31T14:30:00Z,-84930
2013,FL,2013-03-31T14:00:00Z,2013-01-31T14:25:00Z,-84935
2013,MQ,2013-03-31T14:00:00Z,2013-01-31T14:50:00Z,-84910
2013,B6,2013-03-31T14:00:00Z,2013-01-31T14:46:00Z,-84914
2013,9E,2013-03-31T14:00:00Z,2013-01-31T14:50:00Z,-84910
2013,B6,2013-03-31T13:00:00Z,2013-01-31T13:30:00Z,-84930
2013,UA,2013-03-31T14:00:00Z,2013-01-31T14:30:00Z,-84930
2013,B6,2013-03-31T14:00:00Z,2013-01-31T14:55:00Z,-84905
2013,9E,2013-03-31T14:00:00Z,2013-01-31T14:59:00Z,-84901
2013,AA,2013-03-31T15:00:00Z,2013-01-31T15:00:00Z,-84960
2013,US,2013-03-31T15:00:00Z,2013-01-31T15:00:00Z,-84960
2013,DL,2013-03-31T14:00:00Z,2013-01-31T14:50:00Z,-84910
2013,UA,2013-03-31T14:00:00Z,2013-01-31T14:51:00Z,-84909
2013,EV,2013-03-31T13:00:00Z,2013-01-31T13:59:00Z,-84901
2013,AA,2013-03-31T14:00:00Z,2013-01-31T14:55:00Z,-84905
2013,EV,2013-03-31T14:00:00Z,2013-01-31T14:54:00Z,-84906
2013,B6,2013-03-31T14:00:00Z,2013-01-31T14:55:00Z,-84905
2013,B6,2013-03-31T14:00:00Z,2013-01-31T14:57:00Z,-84903
2013,9E,2013-03-31T15:00:00Z,2013-01-31T15:05:00Z,-84955
2013,B6,2013-03-31T14:00:00Z,2013-01-31T14:59:00Z,-84901
2013,DL,2013-03-31T14:00:00Z,2013-01-31T14:59:00Z,-84901
2013,DL,2013-03-31T15:00:00Z,2013-01-31T15:00:00Z,-84960
2013,MQ,2013-03-31T15:00:00Z,2013-01-31T15:00:00Z,-84960
2013,UA,2013-03-31T14:00:00Z,2013-01-31T14:59:00Z,-84901
2013,B6,2013-03-31T14:00:00Z,2013-01-31T14:57:00Z,-84903
2013,9E,2013-03-31T15:00:00Z,2013-01-31T15:00:00Z,-84960
2013,AA,2013-03-31T14:00:00Z,2013-01-31T14:55:00Z,-84905
2013,EV,2013-03-31T15:00:00Z,2013-01-31T15:10:00Z,-84950
2013,B6,2013-03-31T14:00:00Z,2013-01-31T14:59:00Z,-84901
2013,US,2013-03-31T15:00:00Z,2013-01-31T15:00:00Z,-84960
2013,EV,2013-03-31T15:00:00Z,2013-01-31T15:10:00Z,-84950
2013,MQ,2013-03-31T15:00:00Z,2013-01-31T15:10:00Z,-84950
2013,MQ,2013-03-31T14:00:00Z,2013-01-31T14:45:00Z,-84915
2013,UA,2013-03-31T15:00:00Z,2013-01-31T15:00:00Z,-84960
2013,UA,2013-03-31T15:00:00Z,2013-01-31T15:12:00Z,-84948
2013,AA,2013-03-31T15:00:00Z,2013-01-31T15:05:00Z,-84955
2013,DL,2013-03-31T15:00:00Z,2013-01-31T15:08:00Z,-84952
2013,MQ,2013-03-31T15:00:00Z,2013-01-31T15:10:00Z,-84950
2013,B6,2013-03-31T15:00:00Z,2013-01-31T15:20:00Z,-84940
2013,UA,2013-03-31T15:00:00Z,2013-01-31T15:06:00Z,-84954
2013,B6,2013-03-31T14:00:00Z,2013-01-31T14:59:00Z,-84901
2013,US,2013-03-31T15:00:00Z,2013-01-31T15:30:00Z,-84930
2013,MQ,2013-03-31T15:00:00Z,2013-01-31T15:25:00Z,-84935
2013,UA,2013-03-31T15:00:00Z,2013-01-31T15:01:00Z,-84959
2013,AA,2013-03-31T14:00:00Z,2013-01-31T14:50:00Z,-84910
2013,UA,2013-03-31T15:00:00Z,2013-01-31T15:21:00Z,-84939
2013,B6,2013-03-31T15:00:00Z,2013-01-31T15:30:00Z,-84930
2013,EV,2013-03-31T15:00:00Z,2013-01-31T15:29:00Z,-84931
2013,EV,2013-03-31T15:00:00Z,2013-01-31T15:29:00Z,-84931
2013,AA,2013-03-31T15:00:00Z,2013-01-31T15:30:00Z,-84930
2013,9E,2013-03-31T15:00:00Z,2013-01-31T15:35:00Z,-84925
2013,DL,2013-03-31T15:00:00Z,2013-01-31T15:30:00Z,-84930
2013,9E,2013-03-31T15:00:00Z,2013-01-31T15:35:00Z,-84925
2013,MQ,2013-03-31T15:00:00Z,2013-01-31T15:30:00Z,-84930
2013,AA,2013-03-31T15:00:00Z,2013-01-31T15:30:00Z,-84930
2013,EV,2013-03-31T15:00:00Z,2013-01-31T15:29:00Z,-84931
2013,AA,2013-03-31T15:00:00Z,2013-01-31T15:35:00Z,-84925
2013,WN,2013-03-31T15:00:00Z,2013-01-31T15:35:00Z,-84925
2013,DL,2013-03-31T15:00:00Z,2013-01-31T15:40:00Z,-84920
2013,MQ,2013-03-31T15:00:00Z,2013-01-31T15:15:00Z,-84945
2013,AA,2013-03-31T15:00:00Z,2013-01-31T15:45:00Z,-84915
2013,MQ,2013-03-31T15:00:00Z,2013-01-31T15:10:00Z,-84950
2013,EV,2013-03-31T15:00:00Z,2013-01-31T15:48:00Z,-84912
2013,B6,2013-03-31T15:00:00Z,2013-01-31T15:45:00Z,-84915
2013,UA,2013-03-31T15:00:00Z,2013-01-31T15:42:00Z,-84918
2013,DL,2013-03-31T15:00:00Z,2013-01-31T15:45:00Z,-84915
2013,DL,2013-03-31T15:00:00Z,2013-01-31T15:45:00Z,-84915
2013,DL,2013-03-31T15:00:00Z,2013-01-31T15:45:00Z,-84915
2013,AA,2013-03-31T15:00:00Z,2013-01-31T15:50:00Z,-84910
2013,UA,2013-03-31T15:00:00Z,2013-01-31T15:29:00Z,-84931
2013,EV,2013-03-31T14:00:00Z,2013-01-31T14:56:00Z,-84904
2013,UA,2013-03-31T15:00:00Z,2013-01-31T15:45:00Z,-84915
2013,DL,2013-03-31T15:00:00Z,2013-01-31T15:55:00Z,-84905
2013,DL,2013-03-31T15:00:00Z,2013-01-31T15:45:00Z,-84915
2013,UA,2013-03-31T15:00:00Z,2013-01-31T15:55:00Z,-84905
2013,9E,2013-03-31T15:00:00Z,2013-01-31T15:35:00Z,-84925
2013,US,2013-03-31T15:00:00Z,2013-01-31T15:59:00Z,-84901
2013,MQ,2013-03-31T16:00:00Z,2013-01-31T16:00:00Z,-84960
2013,DL,2013-03-31T16:00:00Z,2013-01-31T16:00:00Z,-84960
2013,AA,2013-03-31T16:00:00Z,2013-01-31T16:00:00Z,-84960
2013,B6,2013-03-31T16:00:00Z,2013-01-31T16:00:00Z,-84960
2013,US,2013-03-31T16:00:00Z,2013-01-31T16:00:00Z,-84960
2013,UA,2013-03-31T15:00:00Z,2013-01-31T15:25:00Z,-84935
2013,9E,2013-03-31T15:00:00Z,2013-01-31T15:57:00Z,-84903
2013,AA,2013-03-31T16:00:00Z,2013-01-31T16:00:00Z,-84960
2013,UA,2013-03-31T16:00:00Z,2013-01-31T16:00:00Z,-84960
2013,WN,2013-03-31T15:00:00Z,2013-01-31T15:55:00Z,-84905
2013,DL,2013-03-31T16:00:00Z,2013-01-31T16:00:00Z,-84960
2013,9E,2013-03-31T16:00:00Z,2013-01-31T16:00:00Z,-84960
2013,B6,2013-03-31T16:00:00Z,2013-01-31T16:00:00Z,-84960
2013,UA,2013-03-31T15:00:00Z,2013-01-31T15:40:00Z,-84920
2013,DL,2013-03-31T15:00:00Z,2013-01-31T15:45:00Z,-84915
2013,DL,2013-03-31T16:00:00Z,2013-01-31T16:00:00Z,-84960
2013,EV,2013-03-31T16:00:00Z,2013-01-31T16:04:00Z,-84956
2013,UA,2013-03-31T16:00:00Z,2013-01-31T16:05:00Z,-84955
2013,EV,2013-03-31T16:00:00Z,2013-01-31T16:05:00Z,-84955
2013,DL,2013-03-31T16:00:00Z,2013-01-31T16:05:00Z,-84955
2013,9E,2013-03-31T16:00:00Z,2013-01-31T16:00:00Z,-84960
2013,US,2013-03-31T16:00:00Z,2013-01-31T16:00:00Z,-84960
2013,DL,2013-03-31T16:00:00Z,2013-01-31T16:05:00Z,-84955
2013,9E,2013-03-31T16:00:00Z,2013-01-31T16:10:00Z,-84950
2013,9E,2013-03-31T16:00:00Z,2013-01-31T16:10:00Z,-84950
2013,MQ,2013-03-31T16:00:00Z,2013-01-31T16:05:00Z,-84955
2013,9E,2013-03-31T16:00:00Z,2013-01-31T16:10:00Z,-84950
2013,9E,2013-03-31T16:00:00Z,2013-01-31T16:08:00Z,-84952
2013,MQ,2013-03-31T16:00:00Z,2013-01-31T16:20:00Z,-84940
2013,DL,2013-03-31T16:00:00Z,2013-01-31T16:15:00Z,-84945
2013,DL,2013-03-31T16:00:00Z,2013-01-31T16:00:00Z,-84960
2013,EV,2013-03-31T16:00:00Z,2013-01-31T16:05:00Z,-84955
2013,EV,2013-03-31T15:00:00Z,2013-01-31T15:20:00Z,-84940
2013,UA,2013-03-31T16:00:00Z,2013-01-31T16:00:00Z,-84960
2013,EV,2013-03-31T16:00:00Z,2013-01-31T16:03:00Z,-84957
2013,EV,2013-03-31T16:00:00Z,2013-01-31T16:05:00Z,-84955
2013,AA,2013-03-31T16:00:00Z,2013-01-31T16:10:00Z,-84950
2013,B6,2013-03-31T16:00:00Z,2013-01-31T16:20:00Z,-84940
2013,EV,2013-03-31T16:00:00Z,2013-01-31T16:05:00Z,-84955
2013,AA,2013-03-31T15:00:00Z,2013-01-31T15:30:00Z,-84930
2013,UA,2013-03-31T15:00:00Z,2013-01-31T15:56:00Z,-84904
2013,EV,2013-03-31T15:00:00Z,2013-01-31T15:29:00Z,-84931
2013,EV,2013-03-31T16:00:00Z,2013-01-31T16:22:00Z,-84938
2013,MQ,2013-03-31T16:00:00Z,2013-01-31T16:25:00Z,-84935
2013,B6,2013-03-31T16:00:00Z,2013-01-31T16:30:00Z,-84930
2013,B6,2013-03-31T16:00:00Z,2013-01-31T16:20:00Z,-84940
2013,DL,2013-03-31T16:00:00Z,2013-01-31T16:30:00Z,-84930
2013,B6,2013-03-31T16:00:00Z,2013-01-31T16:35:00Z,-84925
2013,FL,2013-03-31T16:00:00Z,2013-01-31T16:30:00Z,-84930
2013,DL,2013-03-31T16:00:00Z,2013-01-31T16:30:00Z,-84930
2013,9E,2013-03-31T15:00:00Z,2013-01-31T15:43:00Z,-84917
2013,DL,2013-03-31T15:00:00Z,2013-01-31T15:30:00Z,-84930
2013,EV,2013-03-31T16:00:00Z,2013-01-31T16:30:00Z,-84930
2013,AA,2013-03-31T16:00:00Z,2013-01-31T16:40:00Z,-84920
2013,MQ,2013-03-31T16:00:00Z,2013-01-31T16:35:00Z,-84925
2013,B6,2013-03-31T15:00:00Z,2013-01-31T15:59:00Z,-84901
2013,B6,2013-03-31T16:00:00Z,2013-01-31T16:37:00Z,-84923
2013,B6,2013-03-31T16:00:00Z,2013-01-31T16:40:00Z,-84920
2013,EV,2013-03-31T15:00:00Z,2013-01-31T15:05:00Z,-84955
2013,US,2013-03-31T16:00:00Z,2013-01-31T16:35:00Z,-84925
2013,9E,2013-03-31T16:00:00Z,2013-01-31T16:40:00Z,-84920
2013,EV,2013-03-31T16:00:00Z,2013-01-31T16:31:00Z,-84929
2013,UA,2013-03-31T16:00:00Z,2013-01-31T16:39:00Z,-84921
2013,UA,2013-03-31T16:00:00Z,2013-01-31T16:44:00Z,-84916
2013,DL,2013-03-31T16:00:00Z,2013-01-31T16:45:00Z,-84915
2013,EV,2013-03-31T16:00:00Z,2013-01-31T16:45:00Z,-84915
2013,DL,2013-03-31T16:00:00Z,2013-01-31T16:45:00Z,-84915
2013,AA,2013-03-31T16:00:00Z,2013-01-31T16:50:00Z,-84910
2013,DL,2013-03-31T16:00:00Z,2013-01-31T16:55:00Z,-84905
2013,DL,2013-03-31T16:00:00Z,2013-01-31T16:55:00Z,-84905
2013,WN,2013-03-31T16:00:00Z,2013-01-31T16:50:00Z,-84910
2013,EV,2013-03-31T16:00:00Z,2013-01-31T16:30:00Z,-84930
2013,AA,2013-03-31T17:00:00Z,2013-01-31T17:00:00Z,-84960
2013,DL,2013-03-31T17:00:00Z,2013-01-31T17:00:00Z,-84960
2013,US,2013-03-31T17:00:00Z,2013-01-31T17:00:00Z,-84960
2013,EV,2013-03-31T17:00:00Z,2013-01-31T17:03:00Z,-84957
2013,MQ,2013-03-31T17:00:00Z,2013-01-31T17:00:00Z,-84960
2013,DL,2013-03-31T17:00:00Z,2013-01-31T17:00:00Z,-84960
2013,EV,2013-03-31T16:00:00Z,2013-01-31T16:43:00Z,-84917
2013,MQ,2013-03-31T17:00:00Z,2013-01-31T17:00:00Z,-84960
2013,US,2013-03-31T17:00:00Z,2013-01-31T17:05:00Z,-84955
2013,DL,2013-03-31T17:00:00Z,2013-01-31T17:00:00Z,-84960
2013,AA,2013-03-31T16:00:00Z,2013-01-31T16:45:00Z,-84915
2013,B6,2013-03-31T17:00:00Z,2013-01-31T17:03:00Z,-84957
2013,MQ,2013-03-31T17:00:00Z,2013-01-31T17:05:00Z,-84955
2013,B6,2013-03-31T17:00:00Z,2013-01-31T17:00:00Z,-84960
2013,AA,2013-03-31T17:00:00Z,2013-01-31T17:00:00Z,-84960
2013,B6,2013-03-31T17:00:00Z,2013-01-31T17:00:00Z,-84960
2013,EV,2013-03-31T13:00:00Z,2013-01-31T13:26:00Z,-84934
2013,EV,2013-03-31T16:00:00Z,2013-01-31T16:59:00Z,-84901
2013,AA,2013-03-31T17:00:00Z,2013-01-31T17:05:00Z,-84955
2013,AA,2013-03-31T17:00:00Z,2013-01-31T17:10:00Z,-84950
2013,VX,2013-03-31T16:00:00Z,2013-01-31T16:55:00Z,-84905
2013,UA,2013-03-31T17:00:00Z,2013-01-31T17:00:00Z,-84960
2013,UA,2013-03-31T17:00:00Z,2013-01-31T17:04:00Z,-84956
2013,DL,2013-03-31T17:00:00Z,2013-01-31T17:15:00Z,-84945
2013,B6,2013-03-31T17:00:00Z,2013-01-31T17:13:00Z,-84947
2013,EV,2013-03-31T17:00:00Z,2013-01-31T17:10:00Z,-84950
2013,UA,2013-03-31T17:00:00Z,2013-01-31T17:04:00Z,-84956
2013,DL,2013-03-31T17:00:00Z,2013-01-31T17:15:00Z,-84945
2013,AA,2013-03-31T17:00:00Z,2013-01-31T17:20:00Z,-84940
2013,WN,2013-03-31T17:00:00Z,2013-01-31T17:15:00Z,-84945
2013,MQ,2013-03-31T17:00:00Z,2013-01-31T17:20:00Z,-84940
2013,AA,2013-03-31T17:00:00Z,2013-01-31T17:20:00Z,-84940
2013,AA,2013-03-31T17:00:00Z,2013-01-31T17:20:00Z,-84940
2013,UA,2013-03-31T17:00:00Z,2013-01-31T17:15:00Z,-84945
2013,UA,2013-03-31T17:00:00Z,2013-01-31T17:25:00Z,-84935
2013,MQ,2013-03-31T17:00:00Z,2013-01-31T17:25:00Z,-84935
2013,UA,2013-03-31T17:00:00Z,2013-01-31T17:23:00Z,-84937
2013,DL,2013-03-31T17:00:00Z,2013-01-31T17:25:00Z,-84935
2013,AA,2013-03-31T17:00:00Z,2013-01-31T17:25:00Z,-84935
2013,9E,2013-03-31T16:00:00Z,2013-01-31T16:45:00Z,-84915
2013,EV,2013-03-31T17:00:00Z,2013-01-31T17:30:00Z,-84930
2013,B6,2013-03-31T17:00:00Z,2013-01-31T17:38:00Z,-84922
2013,EV,2013-03-31T17:00:00Z,2013-01-31T17:29:00Z,-84931
2013,US,2013-03-31T17:00:00Z,2013-01-31T17:30:00Z,-84930
2013,UA,2013-03-31T17:00:00Z,2013-01-31T17:30:00Z,-84930
2013,DL,2013-03-31T17:00:00Z,2013-01-31T17:35:00Z,-84925
2013,F9,2013-03-31T17:00:00Z,2013-01-31T17:30:00Z,-84930
2013,B6,2013-03-31T17:00:00Z,2013-01-31T17:30:00Z,-84930
2013,DL,2013-03-31T17:00:00Z,2013-01-31T17:30:00Z,-84930
2013,EV,2013-03-31T17:00:00Z,2013-01-31T17:29:00Z,-84931
2013,B6,2013-03-31T17:00:00Z,2013-01-31T17:30:00Z,-84930
2013,DL,2013-03-31T17:00:00Z,2013-01-31T17:35:00Z,-84925
2013,B6,2013-03-31T17:00:00Z,2013-01-31T17:30:00Z,-84930
2013,FL,2013-03-31T17:00:00Z,2013-01-31T17:38:00Z,-84922
2013,DL,2013-03-31T17:00:00Z,2013-01-31T17:40:00Z,-84920
2013,WN,2013-03-31T17:00:00Z,2013-01-31T17:40:00Z,-84920
2013,B6,2013-03-31T17:00:00Z,2013-01-31T17:40:00Z,-84920
2013,UA,2013-03-31T17:00:00Z,2013-01-31T17:29:00Z,-84931
2013,MQ,2013-03-31T17:00:00Z,2013-01-31T17:45:00Z,-84915
2013,WN,2013-03-31T17:00:00Z,2013-01-31T17:40:00Z,-84920
2013,AA,2013-03-31T17:00:00Z,2013-01-31T17:45:00Z,-84915
2013,EV,2013-03-31T17:00:00Z,2013-01-31T17:59:00Z,-84901
2013,DL,2013-03-31T17:00:00Z,2013-01-31T17:35:00Z,-84925
2013,UA,2013-03-31T17:00:00Z,2013-01-31T17:50:00Z,-84910
2013,B6,2013-03-31T17:00:00Z,2013-01-31T17:50:00Z,-84910
2013,UA,2013-03-31T17:00:00Z,2013-01-31T17:55:00Z,-84905
2013,US,2013-03-31T18:00:00Z,2013-01-31T18:00:00Z,-84960
2013,9E,2013-03-31T18:00:00Z,2013-01-31T18:05:00Z,-84955
2013,US,2013-03-31T18:00:00Z,2013-01-31T18:00:00Z,-84960
2013,DL,2013-03-31T18:00:00Z,2013-01-31T18:00:00Z,-84960
2013,AA,2013-03-31T17:00:00Z,2013-01-31T17:45:00Z,-84915
2013,B6,2013-03-31T18:00:00Z,2013-01-31T18:04:00Z,-84956
2013,UA,2013-03-31T18:00:00Z,2013-01-31T18:01:00Z,-84959
2013,9E,2013-03-31T18:00:00Z,2013-01-31T18:10:00Z,-84950
2013,WN,2013-03-31T18:00:00Z,2013-01-31T18:00:00Z,-84960
2013,MQ,2013-03-31T18:00:00Z,2013-01-31T18:10:00Z,-84950
2013,9E,2013-03-31T18:00:00Z,2013-01-31T18:10:00Z,-84950
2013,UA,2013-03-31T18:00:00Z,2013-01-31T18:00:00Z,-84960
2013,9E,2013-03-31T18:00:00Z,2013-01-31T18:15:00Z,-84945
2013,AA,2013-03-31T18:00:00Z,2013-01-31T18:10:00Z,-84950
2013,AS,2013-03-31T18:00:00Z,2013-01-31T18:20:00Z,-84940
2013,9E,2013-03-31T18:00:00Z,2013-01-31T18:15:00Z,-84945
2013,B6,2013-03-31T18:00:00Z,2013-01-31T18:19:00Z,-84941
2013,DL,2013-03-31T18:00:00Z,2013-01-31T18:15:00Z,-84945
2013,AA,2013-03-31T18:00:00Z,2013-01-31T18:20:00Z,-84940
2013,MQ,2013-03-31T18:00:00Z,2013-01-31T18:30:00Z,-84930
2013,UA,2013-03-31T17:00:00Z,2013-01-31T17:29:00Z,-84931
2013,US,2013-03-31T18:00:00Z,2013-01-31T18:29:00Z,-84931
2013,AA,2013-03-31T18:00:00Z,2013-01-31T18:20:00Z,-84940
2013,B6,2013-03-31T17:00:00Z,2013-01-31T17:59:00Z,-84901
2013,DL,2013-03-31T18:00:00Z,2013-01-31T18:25:00Z,-84935
2013,B6,2013-03-31T18:00:00Z,2013-01-31T18:30:00Z,-84930
2013,US,2013-03-31T18:00:00Z,2013-01-31T18:29:00Z,-84931
2013,EV,2013-03-31T18:00:00Z,2013-01-31T18:29:00Z,-84931
2013,DL,2013-03-31T17:00:00Z,2013-01-31T17:00:00Z,-84960
2013,EV,2013-03-31T18:00:00Z,2013-01-31T18:30:00Z,-84930
2013,EV,2013-03-31T18:00:00Z,2013-01-31T18:29:00Z,-84931
2013,AA,2013-03-31T18:00:00Z,2013-01-31T18:30:00Z,-84930
2013,UA,2013-03-31T18:00:00Z,2013-01-31T18:24:00Z,-84936
2013,EV,2013-03-31T15:00:00Z,2013-01-31T15:42:00Z,-84918
2013,MQ,2013-03-31T18:00:00Z,2013-01-31T18:35:00Z,-84925
2013,MQ,2013-03-31T17:00:00Z,2013-01-31T17:59:00Z,-84901
2013,UA,2013-03-31T17:00:00Z,2013-01-31T17:29:00Z,-84931
2013,UA,2013-03-31T18:00:00Z,2013-01-31T18:29:00Z,-84931
2013,9E,2013-03-31T18:00:00Z,2013-01-31T18:35:00Z,-84925
2013,DL,2013-03-31T18:00:00Z,2013-01-31T18:35:00Z,-84925
2013,MQ,2013-03-31T18:00:00Z,2013-01-31T18:40:00Z,-84920
2013,WN,2013-03-31T18:00:00Z,2013-01-31T18:30:00Z,-84930
2013,DL,2013-03-31T18:00:00Z,2013-01-31T18:35:00Z,-84925
2013,DL,2013-03-31T18:00:00Z,2013-01-31T18:40:00Z,-84920
2013,EV,2013-03-31T17:00:00Z,2013-01-31T17:25:00Z,-84935
2013,UA,2013-03-31T18:00:00Z,2013-01-31T18:25:00Z,-84935
2013,AA,2013-03-31T18:00:00Z,2013-01-31T18:50:00Z,-84910
2013,WN,2013-03-31T18:00:00Z,2013-01-31T18:20:00Z,-84940
2013,B6,2013-03-31T18:00:00Z,2013-01-31T18:45:00Z,-84915
2013,VX,2013-03-31T16:00:00Z,2013-01-31T16:30:00Z,-84930
2013,UA,2013-03-31T18:00:00Z,2013-01-31T18:45:00Z,-84915
2013,MQ,2013-03-31T18:00:00Z,2013-01-31T18:55:00Z,-84905
2013,DL,2013-03-31T18:00:00Z,2013-01-31T18:55:00Z,-84905
2013,DL,2013-03-31T18:00:00Z,2013-01-31T18:56:00Z,-84904
2013,DL,2013-03-31T18:00:00Z,2013-01-31T18:55:00Z,-84905
2013,9E,2013-03-31T18:00:00Z,2013-01-31T18:50:00Z,-84910
2013,B6,2013-03-31T18:00:00Z,2013-01-31T18:05:00Z,-84955
2013,US,2013-03-31T19:00:00Z,2013-01-31T19:00:00Z,-84960
2013,9E,2013-03-31T18:00:00Z,2013-01-31T18:55:00Z,-84905
2013,B6,2013-03-31T18:00:00Z,2013-01-31T18:59:00Z,-84901
2013,DL,2013-03-31T18:00:00Z,2013-01-31T18:55:00Z,-84905
2013,DL,2013-03-31T19:00:00Z,2013-01-31T19:00:00Z,-84960
2013,DL,2013-03-31T18:00:00Z,2013-01-31T18:55:00Z,-84905
2013,9E,2013-03-31T19:00:00Z,2013-01-31T19:00:00Z,-84960
2013,DL,2013-03-31T19:00:00Z,2013-01-31T19:00:00Z,-84960
2013,9E,2013-03-31T19:00:00Z,2013-01-31T19:00:00Z,-84960
2013,US,2013-03-31T18:00:00Z,2013-01-31T18:55:00Z,-84905
2013,DL,2013-03-31T18:00:00Z,2013-01-31T18:57:00Z,-84903
2013,DL,2013-03-31T19:00:00Z,2013-01-31T19:00:00Z,-84960
2013,EV,2013-03-31T19:00:00Z,2013-01-31T19:01:00Z,-84959
2013,MQ,2013-03-31T19:00:00Z,2013-01-31T19:10:00Z,-84950
2013,AA,2013-03-31T19:00:00Z,2013-01-31T19:05:00Z,-84955
2013,UA,2013-03-31T17:00:00Z,2013-01-31T17:45:00Z,-84915
2013,UA,2013-03-31T18:00:00Z,2013-01-31T18:54:00Z,-84906
2013,UA,2013-03-31T17:00:00Z,2013-01-31T17:25:00Z,-84935
2013,YV,2013-03-31T16:00:00Z,2013-01-31T16:00:00Z,-84960
2013,DL,2013-03-31T19:00:00Z,2013-01-31T19:10:00Z,-84950
2013,AA,2013-03-31T19:00:00Z,2013-01-31T19:10:00Z,-84950
2013,B6,2013-03-31T19:00:00Z,2013-01-31T19:15:00Z,-84945
2013,EV,2013-03-31T19:00:00Z,2013-01-31T19:06:00Z,-84954
2013,UA,2013-03-31T19:00:00Z,2013-01-31T19:04:00Z,-84956
2013,9E,2013-03-31T19:00:00Z,2013-01-31T19:25:00Z,-84935
2013,UA,2013-03-31T19:00:00Z,2013-01-31T19:10:00Z,-84950
2013,UA,2013-03-31T18:00:00Z,2013-01-31T18:55:00Z,-84905
2013,UA,2013-03-31T19:00:00Z,2013-01-31T19:08:00Z,-84952
2013,9E,2013-03-31T19:00:00Z,2013-01-31T19:15:00Z,-84945
2013,DL,2013-03-31T19:00:00Z,2013-01-31T19:15:00Z,-84945
2013,B6,2013-03-31T19:00:00Z,2013-01-31T19:15:00Z,-84945
2013,B6,2013-03-31T17:00:00Z,2013-01-31T17:00:00Z,-84960
2013,9E,2013-03-31T19:00:00Z,2013-01-31T19:25:00Z,-84935
2013,EV,2013-03-31T19:00:00Z,2013-01-31T19:33:00Z,-84927
2013,FL,2013-03-31T18:00:00Z,2013-01-31T18:59:00Z,-84901
2013,9E,2013-03-31T19:00:00Z,2013-01-31T19:25:00Z,-84935
2013,AA,2013-03-31T19:00:00Z,2013-01-31T19:20:00Z,-84940
